,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,genre 2,genre 3,Crew
10214,tt0271693,Oru Abhibhashakante Case Diary,K. Madhu,Oru Abhibhashakante Case Diary,1995-01-01,129.0,6.7,296.0,Mystery,Thriller,NONE,Mammootty
10215,tt0271694,Oru CBI Diary Kurippu,K. Madhu,Oru CBI Diary Kurippu,1988-01-01,137.0,6.9,6297.0,Mystery,Thriller,NONE,"Sreenath, Prathapachandran, Mammootty"
10216,tt0271748,Raju Chacha,Anil Devgan,Raju Chacha,2000-01-01,163.0,5.1,2102.0,Action,Comedy,Drama,Kajol
10217,tt0271768,Samrajyam,Jomon,Samrajyam,1990-01-01,122.0,7.4,732.0,Action,Crime,Thriller,NONE
10218,tt0271771,Sangham,Joshiy,Sangham,1988-01-01,129.0,6.8,192.0,Comedy,Drama,NONE,NONE
10219,tt0271801,Sreedharante Onnam Thirumurivu,Sathyan Anthikad,Sreedharante Onnam Thirumurivu,1987-01-01,121.0,6.8,264.0,Comedy,Drama,Romance,NONE
10220,tt0271857,Vatsalyam,Cochin Hanifa,Vatsalyam,1993-01-01,156.0,8.4,3277.0,Drama,NONE,NONE,Mammootty
10221,tt0272010,Blinker en het Bagbag-juweel,Filip Van Neyghem,Blinker en het Bagbag-juweel,2000-01-01,92.0,5.8,215.0,Action,Adventure,Crime,"Els Olaerts, Marc de Bel, Joren Seldeslachts"
10222,tt0272062,Daag: The Fire,Raj Kanwar,Daag: The Fire,1999-01-01,152.0,5.0,773.0,Action,Drama,Thriller,Sanjay Dutt
10223,tt0272142,Istanbul Beneath My Wings,Mustafa Altioklar,Istanbul Kanatlarimin Altinda,1996-01-01,119.0,7.0,3724.0,Adventure,Drama,History,"Mustafa Altioklar, Ege Aydan, Beatriz Rico"
10224,tt0272585,Domnisoara Christina,Viorel Sergovici,Domnisoara Christina,1992-01-01,109.0,7.5,206.0,Horror,Mystery,Thriller,"Mariana Buruiana, Medeea Marinescu, Adrian Pintea"
10225,tt0272651,Hari-Bhari,Shyam Benegal,Hari-Bhari,2000-01-01,134.0,7.5,115.0,Drama,Family,NONE,Shabana Azmi
10226,tt0272822,Skyline Cruisers,Wilson Yip,San tau chi sai doi,2000-01-01,89.0,5.1,337.0,Action,NONE,NONE,"Michelle Saram, Leon Lai"
10227,tt0273098,Ayal Kadha Ezhuthukayanu,Kamal,Ayal Kadha Ezhuthukayanu,1998-01-01,155.0,7.0,621.0,Comedy,Drama,Romance,Mohanlal
10228,tt0273302,Junk,Atsushi Muroga,Junk: ShiryÇï-gari,2000-01-01,83.0,5.4,1167.0,Horror,NONE,NONE,Kaori Shimamura
10229,tt0273306,Kanmadam,A.K. Lohithadas,Kanmadam,1998-01-01,162.0,7.3,455.0,Drama,NONE,NONE,Mohanlal
10230,tt0273312,Kilukil Pambaram,Thulasidas,Kilukil Pambaram,1997-01-01,145.0,6.1,134.0,Comedy,NONE,NONE,NONE
10231,tt0273313,Kochu Kochu Santhoshangal,Sathyan Anthikad,Kochu Kochu Santhoshangal,2000-01-01,120.0,6.8,331.0,Comedy,Drama,NONE,Jayaram
10232,tt0273539,Distant Shadow,Howard J. Ford,Distant Shadow,2000-01-01,100.0,5.0,196.0,Horror,Mystery,Thriller,"Mark Chapman, Howard J. Ford"
10233,tt0273567,In Good Company,Nikos Zapatinas,Enas & enas,2000-01-01,96.0,6.2,347.0,Comedy,NONE,NONE,"Dimitris Starovas, Damianos Zarifis, Giorgos Kimoulis"
10234,tt0273718,Commissar Shakespeare,Sinan Çetin,Komser Sekspir,2000-01-01,113.0,5.7,3359.0,Comedy,Drama,NONE,"Gökhan Depmeoglu, Hayrettin Ünverdi, Zaven Cigdemoglu, Kadir Inanir"
10235,tt0273798,Mattupetti Machan,Jose Thomas,Mattupetti Machan,1998-01-01,134.0,5.5,122.0,Comedy,NONE,NONE,NONE
10236,tt0273870,Narasimham,Shaji Kailas,Narasimham,2000-01-01,175.0,7.6,1806.0,Action,Drama,NONE,Mohanlal
10237,tt0274043,Rektha Sakshikal Zindabad,Venu Nagavalli,Rektha Sakshikal Zindabad,1998-01-01,145.0,5.7,164.0,Action,Drama,NONE,Mohanlal
10238,tt0274104,Sreekrishnapurathe Nakshathrathilakkam,Rajasenan,Sreekrishnapurathe Nakshathrathilakkam,1998-01-01,157.0,6.9,276.0,Comedy,NONE,NONE,Innocent Vareed Thekkethala
10239,tt0274114,Summer in Bethlehem,Sibi Malayil,Summer in Bethlehem,1998-01-01,143.0,7.8,1512.0,Comedy,Drama,NONE,NONE
10240,tt0274115,Sundarakilladi,Muralikrishnan T.,Sundarakilladi,1998-01-01,151.0,6.1,236.0,Comedy,Romance,NONE,NONE
10241,tt0274188,Valliettan,Shaji Kailas,Valliettan,2000-01-01,171.0,6.6,813.0,Action,Drama,NONE,Mammootty
10242,tt0274372,Bharathi,Gnana Rajasekaran,Bharathi,2000-01-01,149.0,7.7,222.0,Biography,Drama,NONE,"Devayani, Sayaji Shinde"
10243,tt0274541,Crazy Lips,Hirohisa Sasaki,Hakkyousuru kuchibiru,2000-01-01,85.0,5.4,447.0,Action,Comedy,Horror,"Tomomi Kuribayashi, Hitomi Miwa"
10244,tt0274590,The Jungle Book: Search for the Lost Treasure,Michael McGreevey,The Jungle Book: Search for the Lost Treasure,1998-01-01,96.0,5.5,124.0,Action,Adventure,Family,"Antonio Baker, Sean Price McConnell, Gina Ortega, Gary Collins"
10245,tt0274604,Kannukkul Nilavu,Fazil,Kannukkul Nilavu,2000-01-01,167.0,6.6,1322.0,Drama,Mystery,Romance,Joseph Vijay
10246,tt0274626,Lavender,Kam-Hung Yip,Fan yi cho,2000-01-01,111.0,6.2,504.0,Fantasy,Romance,NONE,"Tsou-choi Tsang, Takeshi Kaneshiro"
10247,tt0274716,Sherina's Adventure,Riri Riza,Petualangan Sherina,2000-01-01,112.0,7.8,862.0,Adventure,Comedy,Drama,"Sherina Munaf, Djaduk Ferianto, Ucy Nurul, Sherina Munaf"
10248,tt0274789,Minsaara Kanavu,Rajiv Menon,Minsaara Kanavu,1997-01-01,153.0,6.7,1287.0,Comedy,Drama,Romance,"Rajiv Menon, Arvind Swami"
10249,tt0274952,Tattoo,Stole Popov,Tetoviranje,1991-01-01,132.0,8.6,847.0,Drama,NONE,NONE,"Ljiljana Medjesi, Atila Klince, Meto Jovanovski"
10250,tt0275195,Aniyan Bava Chetan Bava,Rajasenan,Aniyan Bava Chetan Bava,1995-01-01,130.0,6.8,413.0,Comedy,Drama,NONE,Jayaram
10251,tt0275207,Aye Auto,Venu Nagavalli,Aye Auto,1990-01-01,137.0,7.1,554.0,Comedy,Romance,NONE,Mohanlal
10252,tt0275214,Balalayka,Ali Özgentürk,Balalayka,2000-01-01,116.0,6.3,960.0,Drama,NONE,NONE,"Isil Özgentürk, Yekaterina Rednikova, Ata Benli, Ozan Güven"
10253,tt0275362,Owls' Castle,Masahiro Shinoda,Fukuro no shiro,1999-01-01,138.0,6.1,534.0,Action,Drama,NONE,"Takeshi Wakamatsu, Takaya Kamikawa, Riona Hazuki, Kiichi Nakai"
10254,tt0275401,The Room,Sion Sono,Heya,1992-01-01,92.0,6.1,256.0,Drama,Mystery,Thriller,Akaji Maro
10255,tt0275465,Lal Salam,Venu Nagavalli,Lal Salam,1990-01-01,146.0,7.5,348.0,Drama,NONE,NONE,Mohanlal
10256,tt0275538,My Name Is Nobody,Aman Chang,Du sheng wu ming xiao zi,2000-01-01,93.0,5.4,130.0,Crime,Drama,NONE,NONE
10257,tt0275654,Sasneham,Sathyan Anthikad,Sasneham,1990-01-01,146.0,7.3,108.0,Comedy,Drama,NONE,"Paravoor Bharathan, Mammukoya"
10258,tt0275735,Live Show,Jose Javier Reyes,Live Show,2000-01-01,110.0,7.5,100.0,Drama,NONE,NONE,Allyson VII
10259,tt0275773,Versus,Ryûhei Kitamura,Versus,2000-01-01,119.0,6.3,13382.0,Action,Drama,Fantasy,"Chieko Misaka, Ryûhei Kitamura, Tak Sakaguchi"
10260,tt0275925,Anthahpuram,Krishna Vamsi,Anthahpuram,1998-01-01,137.0,7.8,374.0,Action,Drama,Thriller,"Soundarya, Soundarya"
10261,tt0276077,Sandy Lives,Nguyen Thanh Van,Doi cÇ­t,1999-01-01,90.0,7.2,108.0,Drama,Romance,NONE,"Duong Don, Duong Don"
10262,tt0276329,Sorry Baby,Xiaogang Feng,Mei wan mei liao,1999-01-01,95.0,6.8,910.0,Comedy,Drama,NONE,"Nan Sun, Ying Na, You Ge"
10263,tt0276500,Sheng hua te jing: Sang shi ren wu,Wai-Man Cheng,Sheng hua te jing: Sang shi ren wu,2000-01-01,89.0,5.1,153.0,Comedy,Horror,NONE,Frankie Chi-Hung Ng
10264,tt0276504,Sigh,Xiaogang Feng,Yi sheng tan xi,2000-01-01,111.0,7.1,402.0,Drama,Family,Romance,Guoli Zhang
10265,tt0276531,The Storm,Khaled Youssef,Al assifa,2000-01-01,100.0,5.4,240.0,Drama,Romance,War,"Khaled Youssef, Youssra"
10266,tt0276615,The Troubleshooters,Jiashan Mi,Wan zhu,1989-01-01,110.0,7.5,474.0,Comedy,Drama,NONE,"Xiaoqing Ma, Jiashan Mi"
10267,tt0277289,Fist Power,Aman Chang,Sang sei kuen chuk,2000-01-01,90.0,5.5,173.0,Action,Crime,NONE,"King-Ting Mak, Wenzhuo Zhao"
10268,tt0277558,A Fighter's Blues,Daniel Lee,Ah Foo,2000-01-01,105.0,6.3,457.0,Drama,Romance,Sport,"Takako Tokiwa, Andy Lau"
10269,tt0277605,Bio-Zombie,Wilson Yip,Sang faa sau see,1998-01-01,94.0,6.4,2583.0,Comedy,Horror,Sci-Fi,Jordan Chan
10270,tt0277607,Cashier Wants to Go to the Seaside,Dalibor Matanic,Blagajnica hoce ici na more,2000-01-01,86.0,6.2,876.0,Comedy,NONE,NONE,"Dora Polic, Nina Violic, Dora Polic"
10271,tt0277663,Dazzle,David Lister,Dazzle,1999-01-01,88.0,5.4,426.0,Comedy,Drama,Family,Maxwell Caulfield
10272,tt0277740,Naked Under the Moon,Lav Diaz,Hubad sa ilalim ng buwan,1999-01-01,110.0,6.8,114.0,Drama,Romance,NONE,NONE
10273,tt0277799,Life Is Beautiful,Fazil,Life Is Beautiful,2000-01-01,129.0,6.2,715.0,Comedy,Drama,NONE,NONE
10274,tt0277829,Black Milk,Nik Triantafyllidis,Mavro gala,1999-01-01,101.0,5.5,103.0,Comedy,Sci-Fi,NONE,"Michail Marmarinos, Blaine Reininger, Katerina Papoutsaki, Michail Marmarinos"
10275,tt0277919,Celestial Body,Lukas Nola,Nebo sateliti,2000-01-01,85.0,6.2,143.0,Drama,Fantasy,War,"Boris Svrtan, Lukas Nola, Robert Boskovic-Zarak, Filip Nola"
10276,tt0278080,Syzyfowe prace,Pawel Komorowski,Syzyfowe prace,2000-01-01,99.0,5.7,134.0,Drama,History,NONE,"Jerzy Fidler, Angelika Brykczynska, Mieczyslaw Banasik, Lukasz Garlicki"
10277,tt0278162,Return to Go!,Pierre Sanoussi-Bliss,ZurǬck auf Los!,2000-01-01,95.0,6.6,185.0,Drama,NONE,NONE,"Paul Gilling, Markus Böttcher"
10278,tt0278274,Azaad,Tirupati Swamy,Azaad,2000-01-01,150.0,6.0,254.0,Action,Drama,NONE,"Sathya Sai Baba, Kanal Kannan, Nagarjuna Akkineni"
10279,tt0278315,Arjun Pandit,Rahul Rawail,Arjun Pandit,1999-01-01,150.0,5.3,947.0,Action,Crime,Romance,"Mukesh Rishi, Sunny Deol"
10280,tt0278351,Out Live,Young-jun Kim,Bichunmoo,2000-01-01,118.0,6.1,2725.0,Action,Drama,Fantasy,"Young-jun Kim, Tae-hwa Seo, Hak-Cheol Kim, Hyeon-jun Shin"
10281,tt0278426,Dr. Pasupathy,Shaji Kailas,Dr. Pasupathy,1990-01-01,130.0,6.9,164.0,Comedy,NONE,NONE,"Sreeja, Jagathy Sreekumar"
10282,tt0278502,Indrajaalam,Thampi Kannanthanam,Indrajaalam,1990-01-01,152.0,6.2,168.0,Action,Crime,Thriller,"Ajayan, Mohanlal"
10283,tt0278577,Mukham,Mohan,Mukham,1990-01-01,118.0,6.9,340.0,Crime,Mystery,Thriller,Mohanlal
10284,tt0278616,Paavam Paavam Rajakumaran,Kamal,Paavam Paavam Rajakumaran,1990-01-01,117.0,7.3,210.0,Comedy,NONE,NONE,Paravoor Bharathan
10285,tt0278768,Thalayanamanthram,Sathyan Anthikad,Thalayanamanthram,1990-01-01,135.0,7.7,603.0,Comedy,Drama,NONE,Innocent Vareed Thekkethala
10286,tt0278891,Aaahh Belinda,Atif Yilmaz,Aaahh Belinda,1986-01-01,100.0,7.8,3185.0,Comedy,Fantasy,NONE,"Sahin Kaygun, Müjde Ar"
10287,tt0278927,Appu,Dennis Joseph,Appu,1990-01-01,139.0,6.0,128.0,Comedy,Drama,Thriller,Mohanlal
10288,tt0278955,Feel 100%,Joe Ma,Baak fan baak gam gok,1996-01-01,97.0,6.2,172.0,Comedy,Romance,NONE,Siu-Kei Lee
10289,tt0279474,Tomie: Replay,Tomijiro Mitsuishi,Tomie: Replay,2000-01-01,95.0,5.3,727.0,Horror,NONE,NONE,"Kadu Koide, Sayaka Yamaguchi"
10290,tt0279657,"Devil, My Friend",Atif Yilmaz,Arkadasim Seytan,1988-01-01,90.0,7.0,1435.0,Comedy,Fantasy,Musical,"Tarik Pabuccuoglu, Mevlüt Koçak, Mazhar Alanson"
10291,tt0279843,Gulabi,Krishna Vamsi,Gulabi,1996-01-01,138.0,7.1,180.0,Action,Romance,NONE,J.D. Chakravarthi
10292,tt0279986,Nirnnayam,Sangeeth Sivan,Nirnnayam,1995-01-01,165.0,7.1,423.0,Action,Thriller,NONE,"Shamili, Mohanlal"
10293,tt0280356,Night Journey,Ömer Kavur,Gece Yolculugu,1988-01-01,100.0,7.3,473.0,Drama,NONE,NONE,"Salih Dikisçi, Aytaç Arman, Osman Alyanak"
10294,tt0280427,The Anarchists,Yong-sik Yu,The Anarchists,2000-01-01,104.0,5.6,300.0,Action,Thriller,NONE,Jang Dong-Gun
10295,tt0280465,Bawandar,Jag Mundhra,Bawandar,2000-01-01,125.0,7.0,321.0,Drama,NONE,NONE,"Nandita Das, Nandita Das"
10296,tt0280554,Choopulu Kalasina Subhavela,Jandhyala,Choopulu Kalasina Subhavela,1988-01-01,122.0,8.1,106.0,Comedy,Drama,NONE,Brahmanandam
10297,tt0280599,Devadoothan,Sibi Malayil,Devadoothan,2000-01-01,158.0,7.6,1051.0,Drama,Horror,Musical,Mohanlal
10298,tt0280671,Final Score,Arizal,Final Score,1986-01-01,88.0,6.8,216.0,Action,Adventure,Crime,"Ida Iasha, August Melasz, Christopher Mitchum"
10299,tt0280791,The Journey of Jared Price,Dustin Lance Black,The Journey of Jared Price,2000-01-01,95.0,6.5,2063.0,Drama,Romance,NONE,"Corey Spears, Corey Spears"
10300,tt0280829,Keizoku: The Movie,Yukihiko Tsutsumi,Keizoku/eiga,2000-01-01,119.0,5.6,182.0,Crime,Mystery,NONE,David Itô
10301,tt0280840,The Complaint of an Empress,Pina Bausch,Die Klage der Kaiserin,1990-01-01,106.0,7.5,141.0,Comedy,Drama,Fantasy,Pina Bausch
10302,tt0280889,Maanthrikam,Thampi Kannanthanam,Maanthrikam,1995-01-01,144.0,6.3,268.0,Action,Comedy,Drama,"Krishna Kumar, Ravi Menon, Mohanlal"
10303,tt0281001,Noisy Requiem,Yoshihiko Matsui,TsuitÇï no zawameki,1988-01-01,150.0,7.1,323.0,Drama,NONE,NONE,NONE
10304,tt0281019,Ostatnia misja,Wojciech Wójcik,Ostatnia misja,2000-01-01,102.0,5.6,251.0,Action,Thriller,NONE,"Tadeusz Borowski, Jaroslaw Boberek, Artur Zmijewski"
10305,tt0281063,Pesvebi,Guguli Mgeladze,Pesvebi,1987-01-01,87.0,8.8,1117.0,Drama,NONE,NONE,Soso Jachvliani
10306,tt0281168,Sarah... ang munting prinsesa,Romy Suzara,Sarah... ang munting prinsesa,1995-01-01,90.0,7.8,113.0,Drama,Family,NONE,"Paula Peralejo, Camille Prats"
10307,tt0281587,American Hunter,Arizal,American Hunter,1988-01-01,92.0,6.1,190.0,Action,NONE,NONE,"Mike Abbott, Kiki Fatmala, Christopher Mitchum"
10308,tt0281594,Aniyathi Pravu,Fazil,Aniyathi Pravu,1997-01-01,150.0,7.3,681.0,Drama,Romance,NONE,"Shalini, Kunchacko Boban"
10309,tt0281656,Bhopal Express,Mahesh Mathai,Bhopal Express,1999-01-01,100.0,7.4,387.0,Drama,NONE,NONE,Kay Kay Menon
10310,tt0282023,The Undefeated,Oles Yanchuk,Neskorenyy,2000-01-01,109.0,6.8,489.0,Drama,History,War,"Vasyl Portyak, Olga Kogut"
10311,tt0282159,Twelve Nights,Oi-Wah Lam,Shap yee yeh,2000-01-01,92.0,6.7,451.0,Drama,Romance,NONE,Cecilia Cheung
10312,tt0282409,Ch. P. rayonnogo masshtaba,Sergey Snezhkin,Ch. P. rayonnogo masshtaba,1988-01-01,95.0,5.0,105.0,Comedy,Drama,NONE,"Evelina Blyodans, Yuriy Demich"
10313,tt0282524,The Ghost of Greville Lodge,Niall Johnson,The Ghost of Greville Lodge,2000-01-01,88.0,5.7,352.0,Family,Mystery,NONE,"Jon Newman, Christopher Legg, Stephen Lyons, Jon Newman"
10314,tt0282554,Hello Brother,E.V.V. Satyanarayana,Hello Brother,1994-01-01,158.0,7.4,496.0,Action,Comedy,Drama,"Aamani, Nagarjuna Akkineni"
10315,tt0282599,Il Mare,Hyun-seung Lee,Siworae,2000-01-01,105.0,7.5,9110.0,Drama,Fantasy,Romance,"Yun-Yeong Choe, Lee Jung-jae"
10316,tt0282629,January Oru Orma,Joshiy,January Oru Orma,1987-01-01,115.0,6.8,121.0,Action,Drama,Thriller,Mohanlal
10317,tt0282672,Grave Robbers,Rubén Galindo Jr.,Ladrones de tumbas,1989-01-01,88.0,6.2,912.0,Horror,Mystery,Thriller,"Andrea Legarreta, Fernando Almada"
10318,tt0282753,Spacked Out,Lawrence Ah-Mon,Mo yan ka sai,2000-01-01,91.0,6.5,150.0,Drama,NONE,NONE,NONE
10319,tt0282778,Nadodikkattu,Sathyan Anthikad,Nadodikkattu,1987-01-01,158.0,8.8,5224.0,Comedy,NONE,NONE,Mohanlal
10320,tt0282779,Nagarangalil Chennu Raparkam,Viji Thampi,Nagarangalil Chennu Raparkam,1990-01-01,155.0,7.0,248.0,Comedy,NONE,NONE,Sreenivasan
10321,tt0282827,Pappan Priyappetta Pappan,Sathyan Anthikad,Pappan Priyappetta Pappan,1986-01-01,137.0,6.8,205.0,Comedy,Fantasy,NONE,Alleppy Ranganath
10322,tt0282863,Priyam,R. Sanal,Priyam,2000-01-01,143.0,5.8,164.0,Comedy,Drama,Romance,NONE
10323,tt0282885,The Wolf's Trail,Masud Kimiai,Radd-e-pay-e-gorg,1993-01-01,96.0,5.3,176.0,Action,Drama,NONE,"Golchehre Sajadieh, Faramarz Gharibian"
10324,tt0282889,Rajavinte Makan,Thampi Kannanthanam,Rajavinte Makan,1986-01-01,132.0,7.7,801.0,Action,Crime,Drama,Mohanlal
10325,tt0282936,Sakuya: Slayer of Demons,Tomoo Haraguchi,Sakuya: yÇïkaiden,2000-01-01,88.0,5.2,246.0,Adventure,Family,Fantasy,Keiko Yoshida
10326,tt0283037,A Change of Heart,Laurice Guillen,Tanging yaman,2000-01-01,112.0,7.5,156.0,Drama,Family,NONE,"John Prats, Carol Banawa, Laurice Guillen, Gloria Romero"
10327,tt0283496,Mr. Butler,Sasi Shankar,Mr. Butler,2000-01-01,126.0,5.6,274.0,Comedy,Drama,Romance,Sasi Shankar
10328,tt0283580,Satyameva Jayate,Viji Thampi,Satyameva Jayate,2000-01-01,141.0,5.4,104.0,Crime,Thriller,NONE,Suresh Gopi
10329,tt0283908,Dangerous Summer,Aigars Grauba,Baiga vasara,2000-01-01,112.0,7.1,438.0,Drama,History,NONE,"Ugis Praulins, Maija Apine, Uldis Dumpis"
10330,tt0284245,KǬÇõǬk Baliklar Ç?zerine Bir Masal,Baris Pirhasan,KǬÇõǬk Baliklar Ç?zerine Bir Masal,1990-01-01,133.0,7.7,127.0,Drama,Romance,NONE,"Atacan Arseven, Nihat Ileri, Baris Pirhasan, Hale Soygazi"
10331,tt0284681,Zhenskaya sobstvennost,Dmitriy Meskhiev,Zhenskaya sobstvennost,1999-01-01,89.0,6.9,179.0,Drama,Romance,NONE,"Elena Safonova, Andrey Zibrov"
10332,tt0284811,Aarzoo,Lawrence D'Souza,Aarzoo,1999-01-01,175.0,5.0,1612.0,Action,Drama,Romance,"Dabboo Ratnani, Madhuri Dixit"
10333,tt0284880,Bang Rajan,Tanit Jitnukul,Bangrajan,2000-01-01,113.0,6.6,2045.0,Action,Drama,History,Bongkoj Khongmalai
10334,tt0285005,Dead or Alive 2: Birds,Takashi Miike,Dead or Alive 2: TÇïbÇïsha,2000-01-01,97.0,6.7,3951.0,Action,Comedy,Crime,"Teah, Shô Aikawa"
10335,tt0285242,Jericho,Merlin Miller,Jericho,2000-01-01,101.0,6.0,502.0,Mystery,Western,NONE,"Jimmy Phillips, Richard Stambaugh"
10336,tt0285244,Those Were the Days,Kin-Nam Cho,Jing zhuang nan xiong nan di,1997-01-01,103.0,6.5,140.0,Comedy,NONE,NONE,Shu Qi
10337,tt0285665,Kuruthipunal,P.C. Sreeram,Kuruthipunal,1995-01-01,143.0,8.6,4488.0,Action,Drama,Thriller,"Gautami, Kamal Haasan"
10338,tt0285695,Mama ne goryuy,Maksim Pezhemskiy,Mama ne goryuy,1998-01-01,83.0,6.8,652.0,Comedy,Crime,NONE,"Ivan Bortnik, Gosha Kutsenko"
10339,tt0285736,Milky Way,Faruk Sokolovic,Mlijecni put,2000-01-01,93.0,6.1,113.0,Drama,War,NONE,"Faruk Sokolovic, Zan Marolt"
10340,tt0285744,More to Love,Paul Lynch,More to Love,1999-01-01,90.0,5.9,119.0,Comedy,Romance,NONE,"Paul Lynch, Maxwell Caulfield"
10341,tt0285993,Rhythm,Vasanth,Rhythm,2000-01-01,140.0,7.6,999.0,Drama,Musical,Romance,Arjun Sarja
10342,tt0286045,Satan's Bed,H. Tjut Djalil,Batas Impian Ranjang Setan,1986-01-01,83.0,5.6,175.0,Horror,NONE,NONE,Bokir
10343,tt0286190,T.P. Balagopalan M.A.,Sathyan Anthikad,T.P. Balagopalan M.A.,1986-01-01,126.0,7.8,738.0,Comedy,Drama,NONE,Mohanlal
10344,tt0286502,Bespredel,Igor Gostev,Bespredel,1989-01-01,102.0,7.3,1250.0,Crime,Drama,NONE,"Oleg Rogachyov, Anton Androsov, Igor Gostev, Andrey Tashkov"
10345,tt0286553,Comeuppance,Derek Chiu,Tin yau ngan,2000-01-01,106.0,6.7,112.0,Crime,Drama,NONE,Sunny Chan
10346,tt0286593,Diljale,Harry Baweja,Diljale,1996-01-01,159.0,5.8,1790.0,Action,Drama,Romance,Ajay Devgn
10347,tt0286705,Hum Dono,Shafi Inamdar,Hum Dono,1995-01-01,154.0,6.1,228.0,Action,Comedy,Thriller,"Shafi Inamdar, Rishi Kapoor"
10348,tt0286741,Just Looking,Tyler Bensinger,Just Looking,1995-01-01,84.0,5.0,192.0,Comedy,Drama,Romance,"Jonah Bliss, Todd Tesen, Ally Walker"
10349,tt0286752,Keemat: They Are Back,Sameer Malkan,Keemat: They Are Back,1998-01-01,162.0,5.5,1260.0,Action,Comedy,Drama,Akshay Kumar
10350,tt0286936,Salaakhen,Guddu Dhanoa,Salaakhen,1998-01-01,165.0,5.4,512.0,Action,Drama,NONE,Sunny Deol
10351,tt0286942,Sardari Begum,Shyam Benegal,Sardari Begum,1996-01-01,116.0,7.1,207.0,Drama,NONE,NONE,Amrish Puri
10352,tt0287014,Tere Pyaar Mein,Hassan Askari,Tere Pyaar Mein,2000-01-01,158.0,7.2,142.0,Drama,Romance,NONE,"Zara Sheikh, Zara Sheikh"
10353,tt0287015,My Aunt,Halit Refig,Teyzem,1986-01-01,105.0,7.6,1402.0,Drama,Thriller,NONE,"Haldun Ergüvenç, Müjde Ar"
10354,tt0287111,Wajood,N. Chandra,Wajood,1998-01-01,180.0,6.9,713.0,Action,Crime,Drama,"N. Chandra, Chandrakant Gokhale, Nana Patekar"
10355,tt0287308,Akutoku no sakae,Akio Jissôji,Akutoku no sakae,1988-01-01,96.0,6.1,129.0,Drama,Thriller,NONE,Yasumi Hara
10356,tt0287465,Street Games,Krzysztof Krauze,Gry uliczne,1996-01-01,100.0,6.2,223.0,Crime,Drama,Mystery,"Andrzej Bieniasz, Oliwia Dabrowska, Jerzy Morawski, Redbad Klynstra"
10357,tt0287641,PÇül serio,Tomasz Konecki,PÇül serio,2000-01-01,85.0,6.2,145.0,Comedy,Sci-Fi,NONE,"Monika Krzywkowska, Andrzej Bohdanowicz, Dorota Naruszewicz, Rafal Królikowski"
10358,tt0287781,The Festival,Rituparno Ghosh,Utsab,2000-01-01,119.0,7.9,492.0,Drama,Family,NONE,Madhavi Mukherjee
10359,tt0288036,Madame,Halit Refig,Hanim,1989-01-01,102.0,7.4,261.0,Drama,NONE,NONE,"Ani Ipekkaya, Yildiz Kenter"
10360,tt0288127,Naga Bonar,M.T. Risyaf,Naga Bonar,1987-01-01,95.0,7.2,490.0,Comedy,War,NONE,NONE
10361,tt0288315,What About Me,Rachel Amodeo,What About Me,1993-01-01,87.0,6.1,149.0,Drama,NONE,NONE,"Gregory Corso, Jerry Nolan"
10362,tt0288427,Angaaray,Mahesh Bhatt,Angaaray,1998-01-01,141.0,5.2,864.0,Action,Crime,Drama,Akshay Kumar
10363,tt0288588,Women's Ward,Halit Refig,Karilar Kogusu,1990-01-01,146.0,7.4,373.0,Drama,NONE,NONE,"Ilker Inanoglu, Beste Çinarci, Esin Eden, Kadir Inanir"
10364,tt0288621,Art Museum by the Zoo,Jeong-hyang Lee,Misulgwan yup dongmulwon,1998-01-01,108.0,7.0,552.0,Comedy,Romance,NONE,"Jeong-hyang Lee, Eun-ha Shim"
10365,tt0288720,"Patris, listeia, oikogeneia",Nikos Zervos,"Patris, listeia, oikogeneia",1987-01-01,90.0,5.6,108.0,Comedy,NONE,NONE,"Panos Hatzikoutselis, Hristos Valavanidis"
10366,tt0288747,The Pontians,Omiros Efstratiadis,Oi Pontioi,1986-01-01,95.0,5.0,234.0,Comedy,NONE,NONE,Kostas Karagiorgis
10367,tt0288784,Rajathi Raja,R. Sundarajan,Rajathi Raja,1989-01-01,137.0,6.7,344.0,Action,Comedy,Drama,Rajinikanth
10368,tt0288803,Soup Rock,Nikos Zervos,Sapounopetra: To hrima sto Laimo sas,1995-01-01,105.0,6.2,180.0,Comedy,NONE,NONE,NONE
10369,tt0288831,Suicide Blonde,Eduardo Carrillo,Suicide Blonde,1999-01-01,93.0,5.2,139.0,Action,NONE,NONE,"Gilda Pianelli, Eduardo Carrillo"
10370,tt0289074,Yellow Asphalt,Dan Verete,Asphalt Zahov,2000-01-01,87.0,6.8,154.0,Drama,Romance,NONE,Moshe Ivgy
10371,tt0289115,Chinese Torture Chamber Story 2,Kin-Nam Cho,Moon ching sap dai huk ying: Chik loh ling chi,1998-01-01,93.0,5.1,587.0,Drama,Horror,Thriller,Mark Cheng
10372,tt0289226,House Full,Parthiban Radhakrishnan,House Full,1999-01-01,138.0,6.9,184.0,Thriller,NONE,NONE,"Parthiban Radhakrishnan, Parthiban Radhakrishnan"
10373,tt0289278,Libera me,Yun-ho Yang,Libera me,2000-01-01,119.0,5.7,224.0,Action,Drama,NONE,Min-su Choi
